8144321.0,12.8031204804,67305.0,0.105805508395
8864303.8284,13.934955399,366419.0,0.576021819782
8122489.21348,12.7688002476,75265.0,0.118318870653
8572486.5,13.4762096774,71209.0,0.111942715211
7813546.20787,12.2831324402,66983.0,0.105299314595
8521516.85069,13.3960838375,334843.0,0.526383386782
8601369.79213,13.5216150917,109151.0,0.171588693957
8322333.28652,13.0829612125,82248.0,0.129296359178
10757858.7996,16.9116814432,117083.0,0.184058039364
8126562.5,12.7752035779,67260.0,0.105734767025
8181574.35879,12.8616838942,277614.0,0.436417657046
8382935.5,13.1782297365,69179.0,0.108751493429
8841719.57865,13.899452271,76733.0,0.120626611331
