1504613432,17851,0.0280623153,1185,0.0018628561,1322
1504613463,151457.106742,0.2380951813,6693,0.0105215997,1322
1504613518,17514163.7699,27.5327984812,146073,0.2296312017,100
1504613518,17514163.7699,27.5327984812,146073,0.2296312017,100
1504613518,75216.4044944,0.118242477,5145,0.0080880966,1322
1504613571,15762.5,0.0247791297,1163,0.0018282714,1322
1504613608,722241.289941,1.1353852889,504013,0.7923237754,1322
1504613647,13705.5,0.0215454631,1159,0.0018219833,1322
1504613686,9744480.46879,15.3186198654,77953,0.1225444885,101
1504613734,38387630,60.3465226687,251879,0.3959614538,101
1504613777,7382.76,0.0116059234,1103,0.0017339496,101
1504613802,23508159.0169,36.9555414338,141213,0.2219911337,101
1504613837,77756007.6667,122.234810518,616013,0.9683911841,101
1504613880,59619459.8422,93.723605361,545346,0.8573005093,101
1504613908,56677913.3333,89.0994047245,381189,0.5992407093,15
1504613686,9744480.46879,15.3186198654,77953,0.1225444885,66
1504613686,9744480.46879,15.3186198654,77953,0.1225444885,101
1504613686,9744480.46879,15.3186198654,77953,0.1225444885,101
1504613734,38387630,60.3465226687,251879,0.3959614538,101
1504613686,9744480.46879,15.3186198654,77953,0.1225444885,161
1504613734,20999.2977528,0.0330115352,2477,0.0038939194,507
1504613777,7382.76,0.0116059234,1103,0.0017339496,163
1504613802,201573.679775,0.3168799594,9808,0.0154184745,340
1504613837,11437.5,0.0179800981,1137,0.0017873986,822
1504613880,480560.059172,0.7554550386,349313,0.5491306672,594
1504613908,2517,0.0039568006,472,0.0007419984,473
1504613956,2517,0.0039568006,472,0.0007419984,694
1504614003,755392.304734,1.187499693,517421,0.8134015595,652
1504614034,649610.39645,1.0212073138,478327,0.7519446016,821
1504614058,14638.632,0.023012375,1184,0.001861284,122
1504614098,14584.6629213,0.022927534,1902,0.0029900019,562
1504614138,505062.233728,0.7939732027,419360,0.659246683,821
1504614173,17880,0.0281079042,1185,0.0018628561,822
1504614200,36977.8651685,0.0581303294,1592,0.0025026725,376
1504614236,394006.192308,0.6193897257,359804,0.5656228385,821
1504614266,36248.2022472,0.0569832771,2757,0.0043340879,260
1504614303,9158.5,0.0143974407,1118,0.00175753,759
1504614412,423348.600592,0.6655168845,314758,0.4948091555,757
1504614459,15765.5,0.0247838458,1164,0.0018298434,630
1504614602,4799,0.0075441741,1057,0.0016616362,467
1504614645,5252.80898876,0.0082575756,1231,0.0019351695,493
1504614689,42546.7977528,0.066884861,2509,0.0039442244,448
1504614740,13630.5,0.0214275608,1152,0.0018109791,822
1504614794,11484,0.0180531975,1137,0.0017873986,697
1504614851,180905.308989,0.2843886515,6579,0.0103423882,496
1504614888,7050,0.0110828146,1099,0.0017276614,824
1504614944,125367.436061,0.197081425,48686,0.0765358737,262
1504615007,13642,0.0214456392,1140,0.0017921147,842
1504624326,524217.667746,0.824086128,457391,0.7190325725,492
1504624393,2806.5,0.0044119034,501,0.0007875872,823
1504624431,7071,0.0111158272,1104,0.0017355216,697
1504624486,9361,0.0147157769,1150,0.001807835,595
1504624534,664591.233728,1.0447576459,492116,0.7736213293,757
1504624596,11365.5,0.0178669119,1123,0.0017653902,305
1504624643,2140.776,0.003365365,501,0.0007875872,538
1504624705,576935.748521,0.9069605554,438880,0.6899327171,629
1504624751,13597288.736,21.3753517197,93753,0.1473825693,137
1504624787,685761.784024,1.0780383953,510045,0.801806263,588
1504625020,222146.544944,0.3492211296,8385,0.0131814752,276
1504625079,14710.252809,0.0231249651,1915,0.0030104383,367
1504625158,569521.795858,0.8953055962,421696,0.6629189461,821
1504625220,66573,0.1046547821,3378,0.0053103188,821
1504625264,12078664.4888,18.9880281846,81644,0.1283468528,232
1504625362,20279.5,0.0318799912,1225,0.0019257373,759
1504625432,13770,0.0216468591,1165,0.0018314155,822
1504625471,18036,0.0283531409,1202,0.0018895806,479
1504625510,18099.5,0.0284529648,1216,0.001911589,759
1504625562,2806.5,0.0044119034,501,0.0007875872,823
1504625609,9433,0.0148289631,1145,0.0017999748,822
1504625665,27038538.1808,42.5054049248,518335,0.8148383953,104
1504625752,13893,0.0218402188,1180,0.0018549959,823
1504625788,15908,0.0250078602,1178,0.0018518519,144
1504625827,78639.8033708,0.1236241643,3928,0.0061749355,256
1504625907,662918.428994,1.042127946,477687,0.7509385022,594
1504625996,11721,0.0184257687,1159,0.0018219833,823
1504626046,262258.87574,0.4122789344,216954,0.3410582909,292
1504626120,9552.096,0.0150161856,1167,0.0018345595,421
1504626189,9415,0.0148006665,1149,0.001806263,759
1504672594,17047,0.0267984028,1194,0.0018770043,832
1504672619,77356.6853933,0.1216070638,5058,0.0079513299,345
1504672656,593453.366864,0.9329267542,473311,0.744059297,821
1504672567,13390,0.0210494875,1138,0.0017889706,700
1504663034,17861,0.0280780356,1193,0.0018754323,762
1504672693,403865.301775,0.6348885458,312803,0.491735836,693
1504672717,5597,0.0087986543,578,0.0009086336,150
1504672752,7032,0.011054518,1099,0.0017276614,209
1504672790,8627955,13.5634078476,61127,0.0960935044,116
1504672830,6837.5,0.0107487581,1089,0.0017119411,596
1504672866,72922.2249984,0.1146359571,27326,0.0429573037,275
1504672900,4899,0.0077013771,1052,0.001653776,703
1504672933,17235,0.0270939445,1146,0.0018015469,217
1504672973,517772.053254,0.8139534259,381572,0.599842797,594
1504673002,5497.78089888,0.0086426789,723,0.001136578,449
1504673038,15281,0.0240221971,1163,0.0018282714,594
1504673079,10559.856,0.016600415,1134,0.0017826825,370
1504673104,14009,0.0220225744,1133,0.0017811105,656
1504673140,3449379.9382,5.422530243,23957,0.0376611331,314
1504673169,6919.5,0.0108776646,1089,0.0017119411,701
1504673205,14841004.0449,23.3305100373,103834,0.1632302081,347
1504673246,418402.923077,0.657742129,332439,0.5226042256,821
1504673271,13611,0.0213969062,1152,0.0018109791,694
1504673309,9153,0.0143887946,1120,0.0017606741,760
1504673351,433950.745192,0.6821837785,352127,0.5535543608,292
1504673383,11440.5,0.0179848142,1139,0.0017905427,760
1504673413,11401,0.017922719,1137,0.0017873986,758
1504673456,9192,0.0144501038,1128,0.0017732503,598
1504673491,95283.8008739,0.1497890349,51038,0.0802332893,107
1504673523,15897.5,0.0249913538,1176,0.0018487078,822
1504673548,10553914.691,16.5910750975,76208,0.1198012954,101
1504673590,416897.91716,0.6553762139,324594,0.5102716469,629
1504673625,652718.079882,1.0260926867,469771,0.7384943093,757
1504675370,45931.994382,0.0722064931,2117,0.0033279884,543
1504675396,9180.5,0.0144320254,1120,0.0017606741,654
1504675419,58354.8876404,0.0917356594,3047,0.0047899767,364
